Trap,Latitude,Longitude,Date,Species,WnvPresent,NumMosquitos,Tmax,Tmin,rain,Tmax_3,Tmax_20,Dew,Tmin_3,Tmin_20
T002,41.95469,-87.800991,2007-06-26,CULEX SALINARIUS,0,1,80.1875,64.3125,2.09,80.625,83.4285714286,59.3636363636,65.75,63.4761904762
T002,41.95469,-87.800991,2007-06-29,CULEX PIPIENS/RESTUANS,0,2,79.0,63.875,1.065,81.375,82.9285714286,58.5,64.5,63.9285714286
T002,41.95469,-87.800991,2007-07-02,CULEX PIPIENS/RESTUANS,0,3,80.5625,61.625,0.665,75.5,82.2619047619,57.7727272727,56.25,63.6904761905
T002,41.95469,-87.800991,2007-07-02,CULEX RESTUANS,0,2,80.5625,61.625,0.665,75.5,82.2619047619,57.7727272727,56.25,63.6904761905
T002,41.95469,-87.800991,2007-07-11,CULEX PIPIENS,0,2,87.5625,68.5625,1.87,88.25,82.1666666667,59.4545454545,69.5,64.4523809524
T002,41.95469,-87.800991,2007-07-11,CULEX PIPIENS/RESTUANS,0,18,87.5625,68.5625,1.87,88.25,82.1666666667,59.4545454545,69.5,64.4523809524
T002,41.95469,-87.800991,2007-07-11,CULEX RESTUANS,0,7,87.5625,68.5625,1.87,88.25,82.1666666667,59.4545454545,69.5,64.4523809524
T002,41.95469,-87.800991,2007-07-18,CULEX PIPIENS,0,4,81.0625,63.5,3.15,82.75,82.4047619048,59.6818181818,66.25,63.8095238095
T002,41.95469,-87.800991,2007-07-18,CULEX PIPIENS/RESTUANS,0,7,81.0625,63.5,3.15,82.75,82.4047619048,59.6818181818,66.25,63.8095238095
T002,41.95469,-87.800991,2007-07-18,CULEX RESTUANS,0,2,81.0625,63.5,3.15,82.75,82.4047619048,59.6818181818,66.25,63.8095238095
T002,41.95469,-87.800991,2007-07-27,CULEX PIPIENS,0,1,80.625,63.6875,1.3,83.125,82.9047619048,60.0909090909,67.625,64.8571428571
T002,41.95469,-87.800991,2007-07-27,CULEX PIPIENS/RESTUANS,0,23,80.625,63.6875,1.3,83.125,82.9047619048,60.0909090909,67.625,64.8571428571
T002,41.95469,-87.800991,2007-07-27,CULEX RESTUANS,0,11,80.625,63.6875,1.3,83.125,82.9047619048,60.0909090909,67.625,64.8571428571
T002,41.95469,-87.800991,2007-08-01,CULEX PIPIENS,0,67,85.5625,67.4375,1.295,88.5,82.5238095238,60.0454545455,66.5,64.380952381
T002,41.95469,-87.800991,2007-08-01,CULEX PIPIENS/RESTUANS,0,33,85.5625,67.4375,1.295,88.5,82.5238095238,60.0454545455,66.5,64.380952381
T002,41.95469,-87.800991,2007-08-01,CULEX PIPIENS/RESTUANS,1,71,85.5625,67.4375,1.295,88.5,82.5238095238,60.0454545455,66.5,64.380952381
T002,41.95469,-87.800991,2007-08-01,CULEX RESTUANS,0,8,85.5625,67.4375,1.295,88.5,82.5238095238,60.0454545455,66.5,64.380952381
T002,41.95469,-87.800991,2007-08-07,CULEX PIPIENS,0,11,88.5625,70.0625,4.13,86.75,84.4523809524,63.4090909091,70.125,66.5952380952
T002,41.95469,-87.800991,2007-08-07,CULEX PIPIENS/RESTUANS,0,13,88.5625,70.0625,4.13,86.75,84.4523809524,63.4090909091,70.125,66.5952380952
T002,41.95469,-87.800991,2007-08-07,CULEX RESTUANS,0,2,88.5625,70.0625,4.13,86.75,84.4523809524,63.4090909091,70.125,66.5952380952
T002,41.95469,-87.800991,2007-08-15,CULEX PIPIENS,0,32,84.8125,69.5,3.1,83.125,86.0,68.0909090909,67.75,68.9523809524
T002,41.95469,-87.800991,2007-08-15,CULEX PIPIENS/RESTUANS,1,41,84.8125,69.5,3.1,83.125,86.0,68.0909090909,67.75,68.9523809524
T002,41.95469,-87.800991,2007-08-15,CULEX RESTUANS,0,3,84.8125,69.5,3.1,83.125,86.0,68.0909090909,67.75,68.9523809524
T002,41.95469,-87.800991,2007-08-21,CULEX PIPIENS,0,46,77.625,65.4375,6.495,75.0,83.5,63.2272727273,64.625,68.3333333333
T002,41.95469,-87.800991,2007-08-21,CULEX PIPIENS/RESTUANS,1,23,77.625,65.4375,6.495,75.0,83.5,63.2272727273,64.625,68.3333333333
T002,41.95469,-87.800991,2007-08-21,CULEX TERRITANS,0,1,77.625,65.4375,6.495,75.0,83.5,63.2272727273,64.625,68.3333333333
T002,41.95469,-87.800991,2007-08-24,CULEX PIPIENS,0,35,79.75,66.125,10.575,86.125,82.880952381,64.9545454545,69.25,68.1666666667
T002,41.95469,-87.800991,2007-08-24,CULEX PIPIENS/RESTUANS,1,27,79.75,66.125,10.575,86.125,82.880952381,64.9545454545,69.25,68.1666666667
T002,41.95469,-87.800991,2007-09-04,CULEX PIPIENS,1,13,83.6875,62.75,0.01,85.5,80.9523809524,58.8181818182,62.5,64.5238095238
T002,41.95469,-87.800991,2007-09-04,CULEX PIPIENS/RESTUANS,1,10,83.6875,62.75,0.01,85.5,80.9523809524,58.8181818182,62.5,64.5238095238
T002,41.95469,-87.800991,2007-09-12,CULEX PIPIENS,1,6,78.25,61.625,1.745,72.625,80.9047619048,57.7272727273,53.5,62.8571428571
T002,41.95469,-87.800991,2007-09-12,CULEX PIPIENS/RESTUANS,0,2,78.25,61.625,1.745,72.625,80.9047619048,57.7272727273,53.5,62.8571428571
T002,41.95469,-87.800991,2007-09-18,CULEX PIPIENS,0,17,73.0,49.875,0.01,75.375,78.6428571429,47.6363636364,51.25,58.5476190476
T002,41.95469,-87.800991,2007-09-18,CULEX PIPIENS/RESTUANS,0,24,73.0,49.875,0.01,75.375,78.6428571429,47.6363636364,51.25,58.5476190476
T002,41.95469,-87.800991,2007-09-24,CULEX PIPIENS,0,41,83.1875,61.0625,0.0,84.0,79.0,50.1818181818,60.625,58.619047619
T002,41.95469,-87.800991,2007-09-24,CULEX PIPIENS/RESTUANS,0,33,83.1875,61.0625,0.0,84.0,79.0,50.1818181818,60.625,58.619047619
T002,41.95469,-87.800991,2007-10-04,CULEX PIPIENS,0,53,77.0,55.0625,0.955,76.0,77.7857142857,53.5454545455,56.5,56.2380952381
T002,41.95469,-87.800991,2007-10-04,CULEX PIPIENS/RESTUANS,0,29,77.0,55.0625,0.955,76.0,77.7857142857,53.5454545455,56.5,56.2380952381
T002,41.95469,-87.800991,2009-05-28,CULEX PIPIENS/RESTUANS,0,2,72.6875,55.375,3.26,69.375,70.2380952381,47.0454545455,55.125,50.9285714286
T002,41.95469,-87.800991,2009-06-02,CULEX PIPIENS/RESTUANS,0,29,72.3125,52.125,4.6,72.75,71.5714285714,49.1818181818,49.75,52.2857142857
T002,41.95469,-87.800991,2009-06-05,CULEX PIPIENS/RESTUANS,0,1,71.875,48.3125,1.465,67.25,71.9285714286,47.2727272727,46.0,51.0476190476
T002,41.95469,-87.800991,2009-06-05,CULEX RESTUANS,0,4,71.875,48.3125,1.465,67.25,71.9285714286,47.2727272727,46.0,51.0476190476
T002,41.95469,-87.800991,2009-06-12,CULEX PIPIENS,0,1,70.9375,52.3125,2.04,67.25,70.9761904762,48.2727272727,53.125,51.8095238095
T002,41.95469,-87.800991,2009-06-12,CULEX PIPIENS/RESTUANS,0,5,70.9375,52.3125,2.04,67.25,70.9761904762,48.2727272727,53.125,51.8095238095
T002,41.95469,-87.800991,2009-06-12,CULEX RESTUANS,0,2,70.9375,52.3125,2.04,67.25,70.9761904762,48.2727272727,53.125,51.8095238095
T002,41.95469,-87.800991,2009-06-19,CULEX PIPIENS/RESTUANS,0,22,76.0,57.875,8.02,77.625,72.5,54.5,62.75,53.3571428571
T002,41.95469,-87.800991,2009-06-19,CULEX RESTUANS,0,6,76.0,57.875,8.02,77.625,72.5,54.5,62.75,53.3571428571
T002,41.95469,-87.800991,2009-06-26,CULEX PIPIENS,0,1,89.3125,70.8125,5.83,91.5,78.5952380952,64.3181818182,73.25,61.3095238095
T002,41.95469,-87.800991,2009-06-26,CULEX PIPIENS/RESTUANS,0,112,89.3125,70.8125,5.83,91.5,78.5952380952,64.3181818182,73.25,61.3095238095
T002,41.95469,-87.800991,2009-06-26,CULEX RESTUANS,0,6,89.3125,70.8125,5.83,91.5,78.5952380952,64.3181818182,73.25,61.3095238095
T002,41.95469,-87.800991,2009-07-06,CULEX PIPIENS,0,1,74.6875,60.5625,0.425,78.75,81.3333333333,55.9090909091,61.0,65.1428571429
T002,41.95469,-87.800991,2009-07-06,CULEX PIPIENS/RESTUANS,0,3,74.6875,60.5625,0.425,78.75,81.3333333333,55.9090909091,61.0,65.1428571429
T002,41.95469,-87.800991,2009-07-06,CULEX RESTUANS,0,12,74.6875,60.5625,0.425,78.75,81.3333333333,55.9090909091,61.0,65.1428571429
T002,41.95469,-87.800991,2009-07-10,CULEX PIPIENS,0,4,77.5625,61.6875,0.835,76.375,81.0952380952,56.2727272727,62.375,65.0714285714
T002,41.95469,-87.800991,2009-07-10,CULEX PIPIENS/RESTUANS,0,129,77.5625,61.6875,0.835,76.375,81.0952380952,56.2727272727,62.375,65.0714285714
T002,41.95469,-87.800991,2009-07-10,CULEX RESTUANS,0,32,77.5625,61.6875,0.835,76.375,81.0952380952,56.2727272727,62.375,65.0714285714
T002,41.95469,-87.800991,2009-07-17,CULEX PIPIENS,0,3,80.6875,62.3125,2.75,79.25,78.0,55.3636363636,61.375,61.8571428571
T002,41.95469,-87.800991,2009-07-17,CULEX PIPIENS/RESTUANS,0,96,80.6875,62.3125,2.75,79.25,78.0,55.3636363636,61.375,61.8571428571
T002,41.95469,-87.800991,2009-07-17,CULEX RESTUANS,0,14,80.6875,62.3125,2.75,79.25,78.0,55.3636363636,61.375,61.8571428571
T002,41.95469,-87.800991,2009-07-24,CULEX PIPIENS,0,4,76.6875,60.0,0.48,80.75,78.4523809524,55.9090909091,62.375,61.2857142857
T002,41.95469,-87.800991,2009-07-24,CULEX PIPIENS/RESTUANS,0,165,76.6875,60.0,0.48,80.75,78.4523809524,55.9090909091,62.375,61.2857142857
T002,41.95469,-87.800991,2009-07-24,CULEX PIPIENS/RESTUANS,1,50,76.6875,60.0,0.48,80.75,78.4523809524,55.9090909091,62.375,61.2857142857
T002,41.95469,-87.800991,2009-07-24,CULEX RESTUANS,0,18,76.6875,60.0,0.48,80.75,78.4523809524,55.9090909091,62.375,61.2857142857
T002,41.95469,-87.800991,2009-07-31,CULEX PIPIENS,0,3,82.0,63.625,0.42,81.5,79.9523809524,57.9090909091,63.25,62.0714285714
T002,41.95469,-87.800991,2009-07-31,CULEX PIPIENS/RESTUANS,0,14,82.0,63.625,0.42,81.5,79.9523809524,57.9090909091,63.25,62.0714285714
T002,41.95469,-87.800991,2009-07-31,CULEX RESTUANS,0,4,82.0,63.625,0.42,81.5,79.9523809524,57.9090909091,63.25,62.0714285714
T002,41.95469,-87.800991,2009-08-07,CULEX PIPIENS,0,1,80.0,63.125,0.705,80.0,79.7619047619,56.5454545455,64.5,62.619047619
T002,41.95469,-87.800991,2009-08-07,CULEX PIPIENS/RESTUANS,0,12,80.0,63.125,0.705,80.0,79.7619047619,56.5454545455,64.5,62.619047619
T002,41.95469,-87.800991,2009-08-25,CULEX PIPIENS/RESTUANS,0,14,77.625,60.0,1.36,75.875,81.9285714286,60.0,57.5,64.1428571429
T002,41.95469,-87.800991,2009-08-25,CULEX RESTUANS,0,7,77.625,60.0,1.36,75.875,81.9285714286,60.0,57.5,64.1428571429
T002,41.95469,-87.800991,2009-09-14,CULEX PIPIENS/RESTUANS,0,6,79.25,61.375,0.01,80.25,75.0952380952,58.6363636364,59.5,58.2619047619
T002,41.95469,-87.800991,2009-09-17,CULEX PIPIENS/RESTUANS,0,4,78.375,59.8125,0.01,77.375,75.2619047619,58.0454545455,58.625,57.8571428571
T002,41.95469,-87.800991,2009-09-17,CULEX RESTUANS,0,2,78.375,59.8125,0.01,77.375,75.2619047619,58.0454545455,58.625,57.8571428571
T002,41.95469,-87.800991,2009-09-25,CULEX PIPIENS,0,1,73.625,58.75,1.42,73.625,76.3571428571,57.8636363636,61.75,59.8095238095
T002,41.95469,-87.800991,2009-09-25,CULEX PIPIENS/RESTUANS,0,27,73.625,58.75,1.42,73.625,76.3571428571,57.8636363636,61.75,59.8095238095
T002,41.95469,-87.800991,2009-09-25,CULEX RESTUANS,0,1,73.625,58.75,1.42,73.625,76.3571428571,57.8636363636,61.75,59.8095238095
T002,41.95469,-87.800991,2011-06-17,CULEX PIPIENS/RESTUANS,0,14,72.5625,55.625,2.8,77.875,78.9523809524,55.0909090909,59.0,58.8333333333
T002,41.95469,-87.800991,2011-06-24,CULEX PIPIENS/RESTUANS,0,4,78.6875,63.75,2.04,75.625,78.9523809524,60.7727272727,63.75,60.6904761905
T002,41.95469,-87.800991,2011-06-24,CULEX RESTUANS,0,5,78.6875,63.75,2.04,75.625,78.9523809524,60.7727272727,63.75,60.6904761905
T002,41.95469,-87.800991,2011-06-30,CULEX PIPIENS/RESTUANS,0,2,78.625,62.0625,0.27,82.625,77.0238095238,59.4545454545,63.5,60.3333333333
T002,41.95469,-87.800991,2011-06-30,CULEX RESTUANS,0,33,78.625,62.0625,0.27,82.625,77.0238095238,59.4545454545,63.5,60.3333333333
T002,41.95469,-87.800991,2011-07-11,CULEX PIPIENS,0,4,88.0625,67.625,0.61,89.125,84.0,60.6363636364,68.0,65.8333333333
T002,41.95469,-87.800991,2011-07-11,CULEX PIPIENS/RESTUANS,0,24,88.0625,67.625,0.61,89.125,84.0,60.6363636364,68.0,65.8333333333
T002,41.95469,-87.800991,2011-07-11,CULEX RESTUANS,0,18,88.0625,67.625,0.61,89.125,84.0,60.6363636364,68.0,65.8333333333
T002,41.95469,-87.800991,2011-07-15,CULEX PIPIENS/RESTUANS,0,37,85.8125,67.4375,0.555,82.5,85.3095238095,59.9090909091,66.875,66.4285714286
T002,41.95469,-87.800991,2011-07-15,CULEX RESTUANS,0,17,85.8125,67.4375,0.555,82.5,85.3095238095,59.9090909091,66.875,66.4285714286
T002,41.95469,-87.800991,2011-07-25,CULEX PIPIENS/RESTUANS,0,23,92.6875,74.75,8.855,89.25,89.1428571429,68.7727272727,71.375,70.6666666667
T002,41.95469,-87.800991,2011-07-25,CULEX RESTUANS,0,6,92.6875,74.75,8.855,89.25,89.1428571429,68.7727272727,71.375,70.6666666667
T002,41.95469,-87.800991,2011-07-29,CULEX PIPIENS,0,8,88.1875,71.625,11.29,87.125,89.2857142857,69.0909090909,71.875,71.7142857143
T002,41.95469,-87.800991,2011-07-29,CULEX PIPIENS/RESTUANS,0,29,88.1875,71.625,11.29,87.125,89.2857142857,69.0909090909,71.875,71.7142857143
T002,41.95469,-87.800991,2011-07-29,CULEX RESTUANS,0,7,88.1875,71.625,11.29,87.125,89.2857142857,69.0909090909,71.875,71.7142857143
T002,41.95469,-87.800991,2011-08-05,CULEX PIPIENS/RESTUANS,0,21,88.0625,71.3125,1.78,86.5,90.1428571429,67.8636363636,71.25,72.7380952381
T002,41.95469,-87.800991,2011-08-05,CULEX RESTUANS,0,3,88.0625,71.3125,1.78,86.5,90.1428571429,67.8636363636,71.25,72.7380952381
T002,41.95469,-87.800991,2011-08-12,CULEX PIPIENS/RESTUANS,0,14,82.0,65.875,3.05,80.25,85.8333333333,64.2727272727,61.875,69.4285714286
T002,41.95469,-87.800991,2011-08-19,CULEX PIPIENS/RESTUANS,0,1,82.375,63.3125,1.695,84.5,84.2142857143,58.9090909091,65.0,66.6428571429
T002,41.95469,-87.800991,2011-08-26,CULEX PIPIENS/RESTUANS,0,28,82.25,64.4375,2.565,82.375,81.9761904762,61.0,64.5,64.3571428571
T002,41.95469,-87.800991,2011-08-26,CULEX RESTUANS,0,11,82.25,64.4375,2.565,82.375,81.9761904762,61.0,64.5,64.3571428571
T002,41.95469,-87.800991,2011-09-01,CULEX PIPIENS,0,7,82.5625,63.875,0.115,84.25,82.2142857143,60.6363636364,65.0,63.9523809524
T002,41.95469,-87.800991,2011-09-01,CULEX PIPIENS/RESTUANS,0,15,82.5625,63.875,0.115,84.25,82.2142857143,60.6363636364,65.0,63.9523809524
T002,41.95469,-87.800991,2011-09-12,CULEX PIPIENS,0,1,74.3125,57.8125,0.21,79.5,79.7380952381,56.5,60.375,62.5476190476
T002,41.95469,-87.800991,2011-09-12,CULEX PIPIENS/RESTUANS,0,4,74.3125,57.8125,0.21,79.5,79.7380952381,56.5,60.375,62.5476190476
T002,41.95469,-87.800991,2011-09-12,CULEX RESTUANS,0,3,74.3125,57.8125,0.21,79.5,79.7380952381,56.5,60.375,62.5476190476
T002,41.95469,-87.800991,2011-09-16,CULEX PIPIENS/RESTUANS,0,2,71.1875,54.5,0.225,62.875,76.0238095238,50.7272727273,48.625,59.5238095238
T002,41.95469,-87.800991,2011-09-23,CULEX PIPIENS/RESTUANS,1,13,66.5625,52.0,1.46,67.875,70.5476190476,47.7272727273,51.875,55.0
T002,41.95469,-87.800991,2011-09-23,CULEX RESTUANS,0,5,66.5625,52.0,1.46,67.875,70.5476190476,47.7272727273,51.875,55.0
T002,41.95469,-87.800991,2011-09-30,CULEX RESTUANS,0,1,62.5625,50.875,4.54,62.5,67.1428571429,49.6363636364,50.75,52.4761904762
T002,41.95469,-87.800991,2013-06-07,CULEX RESTUANS,0,19,70.4375,53.3125,1.78,69.75,72.3095238095,53.9545454545,52.75,54.4047619048
T002,41.95469,-87.800991,2013-06-14,CULEX PIPIENS/RESTUANS,0,51,77.3125,57.25,2.38,79.875,73.619047619,52.1363636364,59.625,55.3571428571
T002,41.95469,-87.800991,2013-06-14,CULEX RESTUANS,0,263,77.3125,57.25,2.38,79.875,73.619047619,52.1363636364,59.625,55.3571428571
T002,41.95469,-87.800991,2013-06-21,CULEX RESTUANS,0,19,80.625,60.625,1.33,78.75,76.4047619048,57.0454545455,59.875,56.9285714286
T002,41.95469,-87.800991,2013-06-27,CULEX PIPIENS/RESTUANS,0,10,85.4375,66.5,5.32,86.125,80.9761904762,61.2727272727,67.0,61.4523809524
T002,41.95469,-87.800991,2013-06-27,CULEX RESTUANS,0,9,85.4375,66.5,5.32,86.125,80.9761904762,61.2727272727,67.0,61.4523809524
T002,41.95469,-87.800991,2013-07-08,CULEX PIPIENS/RESTUANS,0,54,80.375,63.75,1.44,86.0,81.119047619,59.6363636364,67.5,64.1904761905
T002,41.95469,-87.800991,2013-07-08,CULEX RESTUANS,0,192,80.375,63.75,1.44,86.0,81.119047619,59.6363636364,67.5,64.1904761905
T002,41.95469,-87.800991,2013-07-12,CULEX PIPIENS/RESTUANS,0,244,84.75,66.5625,1.355,83.5,82.0238095238,61.6818181818,65.625,65.2857142857
T002,41.95469,-87.800991,2013-07-12,CULEX RESTUANS,0,338,84.75,66.5625,1.355,83.5,82.0238095238,61.6818181818,65.625,65.2857142857
T002,41.95469,-87.800991,2013-07-19,CULEX RESTUANS,0,34,90.375,71.4375,0.71,94.75,84.0952380952,65.7272727273,75.625,67.2380952381
T002,41.95469,-87.800991,2013-07-25,CULEX PIPIENS,0,4,86.25,68.3125,0.71,80.25,86.5,64.3636363636,63.5,68.5952380952
T002,41.95469,-87.800991,2013-07-25,CULEX PIPIENS/RESTUANS,0,3,86.25,68.3125,0.71,80.25,86.5,64.3636363636,63.5,68.5952380952
T002,41.95469,-87.800991,2013-07-25,CULEX RESTUANS,0,21,86.25,68.3125,0.71,80.25,86.5,64.3636363636,63.5,68.5952380952
T002,41.95469,-87.800991,2013-08-01,CULEX PIPIENS,0,7,74.5,59.0,1.135,76.625,82.6666666667,55.9090909091,60.125,65.7857142857
T002,41.95469,-87.800991,2013-08-01,CULEX PIPIENS/RESTUANS,0,20,74.5,59.0,1.135,76.625,82.6666666667,55.9090909091,60.125,65.7857142857
T002,41.95469,-87.800991,2013-08-01,CULEX RESTUANS,0,7,74.5,59.0,1.135,76.625,82.6666666667,55.9090909091,60.125,65.7857142857
T002,41.95469,-87.800991,2013-08-08,CULEX PIPIENS,1,56,81.125,64.125,1.195,82.0,79.8571428571,59.0909090909,65.875,63.5714285714
T002,41.95469,-87.800991,2013-08-08,CULEX PIPIENS/RESTUANS,0,50,81.125,64.125,1.195,82.0,79.8571428571,59.0909090909,65.875,63.5714285714
T002,41.95469,-87.800991,2013-08-08,CULEX PIPIENS/RESTUANS,1,77,81.125,64.125,1.195,82.0,79.8571428571,59.0909090909,65.875,63.5714285714
T002,41.95469,-87.800991,2013-08-08,CULEX RESTUANS,0,13,81.125,64.125,1.195,82.0,79.8571428571,59.0909090909,65.875,63.5714285714
T002,41.95469,-87.800991,2013-08-15,CULEX PIPIENS,0,4,78.125,62.0,0.95,75.0,77.5714285714,57.9090909091,60.25,61.6904761905
T002,41.95469,-87.800991,2013-08-15,CULEX PIPIENS/RESTUANS,0,6,78.125,62.0,0.95,75.0,77.5714285714,57.9090909091,60.25,61.6904761905
T002,41.95469,-87.800991,2013-08-15,CULEX RESTUANS,0,1,78.125,62.0,0.95,75.0,77.5714285714,57.9090909091,60.25,61.6904761905
T002,41.95469,-87.800991,2013-08-22,CULEX PIPIENS,1,12,82.4375,61.875,0.65,85.5,80.9047619048,57.4090909091,65.875,62.8571428571
T002,41.95469,-87.800991,2013-08-22,CULEX PIPIENS/RESTUANS,1,34,82.4375,61.875,0.65,85.5,80.9047619048,57.4090909091,65.875,62.8571428571
T002,41.95469,-87.800991,2013-08-29,CULEX PIPIENS,1,35,86.6875,68.0625,0.59,89.75,83.1904761905,63.0454545455,71.375,64.0476190476
T002,41.95469,-87.800991,2013-08-29,CULEX PIPIENS/RESTUANS,0,22,86.6875,68.0625,0.59,89.75,83.1904761905,63.0454545455,71.375,64.0476190476
T002,41.95469,-87.800991,2013-08-29,CULEX RESTUANS,0,13,86.6875,68.0625,0.59,89.75,83.1904761905,63.0454545455,71.375,64.0476190476
T002,41.95469,-87.800991,2013-09-06,CULEX PIPIENS,0,37,82.0,63.0,2.025,80.0,84.5,62.0454545455,59.5,64.9285714286
T002,41.95469,-87.800991,2013-09-06,CULEX PIPIENS/RESTUANS,0,53,82.0,63.0,2.025,80.0,84.5,62.0454545455,59.5,64.9285714286
T002,41.95469,-87.800991,2013-09-12,CULEX PIPIENS,1,32,86.0,67.8125,0.09,90.875,85.7142857143,60.4090909091,70.875,66.7619047619
T002,41.95469,-87.800991,2013-09-12,CULEX PIPIENS/RESTUANS,0,12,86.0,67.8125,0.09,90.875,85.7142857143,60.4090909091,70.875,66.7619047619
T002,41.95469,-87.800991,2013-09-19,CULEX PIPIENS,0,23,72.9375,57.0,2.875,75.0,80.2619047619,56.2272727273,58.625,62.7857142857
T002,41.95469,-87.800991,2013-09-19,CULEX PIPIENS/RESTUANS,0,4,72.9375,57.0,2.875,75.0,80.2619047619,56.2272727273,58.625,62.7857142857
T002,41.95469,-87.800991,2013-09-26,CULEX PIPIENS,0,8,73.4375,54.125,0.87,73.25,77.0714285714,52.1818181818,51.125,58.9285714286
T002,41.95469,-87.800991,2013-09-26,CULEX PIPIENS/RESTUANS,0,5,73.4375,54.125,0.87,73.25,77.0714285714,52.1818181818,51.125,58.9285714286
T003,41.964242,-87.757639,2007-06-26,CULEX RESTUANS,0,2,80.1875,64.3125,2.09,80.625,83.4285714286,59.3636363636,65.75,63.4761904762
T003,41.964242,-87.757639,2007-07-02,CULEX RESTUANS,0,1,80.5625,61.625,0.665,75.5,82.2619047619,57.7727272727,56.25,63.6904761905
T003,41.964242,-87.757639,2007-07-11,CULEX PIPIENS/RESTUANS,0,2,87.5625,68.5625,1.87,88.25,82.1666666667,59.4545454545,69.5,64.4523809524
T003,41.964242,-87.757639,2007-07-18,CULEX PIPIENS,0,1,81.0625,63.5,3.15,82.75,82.4047619048,59.6818181818,66.25,63.8095238095
T003,41.964242,-87.757639,2007-07-18,CULEX PIPIENS/RESTUANS,0,1,81.0625,63.5,3.15,82.75,82.4047619048,59.6818181818,66.25,63.8095238095
T003,41.964242,-87.757639,2007-07-27,CULEX PIPIENS/RESTUANS,0,2,80.625,63.6875,1.3,83.125,82.9047619048,60.0909090909,67.625,64.8571428571
T003,41.964242,-87.757639,2007-07-27,CULEX RESTUANS,0,2,80.625,63.6875,1.3,83.125,82.9047619048,60.0909090909,67.625,64.8571428571
T003,41.964242,-87.757639,2007-08-01,CULEX PIPIENS,0,2,85.5625,67.4375,1.295,88.5,82.5238095238,60.0454545455,66.5,64.380952381
